domain,rater_id,rater_name,sigma,theta,se_sigma,se_theta,n_trials,converged
spike,49,R06_pre,0.8870390987337006,0.3367205336697332,0.0900193707589625,0.0697761558707271,500,True
spike,50,R07_post,4.999999999999999,0.2684601686466352,1.4693787557869855,0.3164025194386529,500,True
spike,51,R07_pre,3.1945571065572795,0.4684790668687026,0.6286149126916989,0.2179691180177068,500,True
spike,52,R08_jj,0.7487976532820899,0.0242418501501138,0.0729150392137248,0.0591917093375552,500,True
spike,53,R08_post,0.6356455819116529,0.1162342694262018,0.0661042539856311,0.0555641578814778,500,True
spike,54,R08_pre,0.7029395843673385,0.6201964603437321,0.0689633790337054,0.067137898569336,500,True
spike,55,R09_post,1.2163262571374862,2.0,0.2198827126323511,0.1920902833334362,500,True
spike,56,R09_pre,1.425166933993414,1.1723058470262866,0.1797714858981251,0.1515747840253665,500,True
spike,57,R10_post,0.5148138425972333,0.5483919136917583,0.0503867659485451,0.0535051976357199,500,True
spike,58,R10_pre,0.6482387450562563,0.5381524453032408,0.0601745822861007,0.0612388165860061,500,True
spike,59,R11_post,0.5984229857282104,0.400357098739253,0.057774205846469,0.0542830041077301,500,True
spike,60,R11_pre,1.4133151705909246,0.0672893896243725,0.153931511867696,0.093105737137187,500,True
spike,61,R12_post,0.5118077663026109,-0.0276868105231275,0.0527556310701196,0.0485183734124956,500,True
spike,62,R12_pre,0.4874790585513054,0.5675092798958256,0.0565141720102326,0.0561101541500029,500,True
spike,63,R13_post,0.6887690595372122,-0.1003605300913068,0.0663478248087089,0.055430467845963,500,True
spike,64,R13_pre,0.809655152309257,-0.4004089371696401,0.0757879059200803,0.0630255108204659,500,True
spike,65,R14_post,2.124975957830822,2.0,0.3482973041913473,0.3176465732038517,500,True
spike,66,R14_pre,2.1883556434290683,1.8373773575442736,0.3799221837674781,0.3152517043739808,500,True
spike,67,R15_jj,0.8438005058884063,0.1253872440230946,0.0786964069487562,0.0643774708080534,500,True
spike,68,R15_post,0.966298876907916,0.2157540249422339,0.0929903635925622,0.0729001095461524,500,True
spike,69,R15_pre,1.6583418055241106,1.9833635043274431,0.2586732649644625,0.2669844632406105,500,True
spike,70,R16_post,0.4582425476529205,-0.1421243551554782,0.0525015952476932,0.0434028646205551,500,True
spike,71,R16_pre,0.812833471791276,-0.08520343808093,0.0785151045107472,0.0616337922234676,500,True
spike,72,R17_post,0.7222144868435392,0.1965386554959381,0.0680377413779556,0.0602782343208036,500,True
spike,73,R17_pre,0.8708222102478369,0.5838108271236915,0.0947636881304323,0.0753554115775186,500,True
spike,74,R18_jj,0.691422409458406,-0.0841734475133249,0.0633374936976852,0.0557003252465148,500,True
spike,75,R18_post,0.6381465881512538,-0.1865249653639936,0.0631559204012749,0.0538458945805684,500,True
spike,76,R18_pre,1.274084240265373,-0.1927786864641665,0.1295065978445955,0.0852468378028377,500,True
spike,77,R19_post,0.9725630243687422,0.4421757106561408,0.0956226823165144,0.0764621332782194,500,True
spike,78,R19_pre,1.099604968818933,-0.1573299670925254,0.1071352257015805,0.077016272329729,500,True
spike,79,R20_post,1.3141108741766647,0.8395782355949861,0.1496552457531927,0.1134821880287455,500,True
spike,80,R20_pre,0.9890652266019534,0.9500759419466228,0.1099086903106058,0.0934949121146602,500,True
spike,81,R21_pre,0.9357719092155646,-0.191405068017697,0.0904374770453487,0.0684560472831902,500,True
spike,82,Rani Sarkis,0.6408105586494512,0.230593739842427,0.045661476679024,0.0381957238703226,1000,True
spike,83,Roohi Katyal,0.7394453514177781,0.0389456503461702,0.0502222390354178,0.0528120991847485,930,True
spike,84,Ryan Gaudreau,0.9802409909669052,-0.060827201531952,0.0660254082203133,0.0501784203332373,1000,True
spike,85,Sahar Zafar,0.5565417753003169,0.2514063472645698,0.0418902650337543,0.0361568729900667,1000,True
spike,86,Sam Terman,0.5551504459919531,0.2220731738816647,0.040462911932912,0.0365758590900395,1000,True
spike,87,Sarah Schmitt,0.5204477437458475,-0.3385863504461979,0.034410094863083,0.0366747064378156,1395,True
spike,88,Sean,0.813836162478501,-0.1721257784605501,0.0559555571067116,0.0440086360844514,1000,True
spike,89,Selim R. Benbadis,0.4972315403183246,1.5193146809924971,0.0475239163164668,0.040036178547343,1392,True
spike,90,Shenda Hong,0.8614106318480068,0.1695003801030839,0.0579875966717906,0.0463163918903172,1000,True
spike,91,Sydney S. Cash,0.6359375509885702,-1.2840127880752854,0.0169716519621627,0.0166616028794996,13827,True
spike,92,Valeria Sacca,0.7272957576326413,0.0681015182389174,0.0505180102930267,0.042701350217943,1000,True
spike,93,Wei-Long Zheng,0.712304118051819,0.2816681677234699,0.0490030076252307,0.0413809368456388,1000,True
spike,94,Wendong Ge,0.8707597484072629,-0.3851197581097511,0.0589226361584903,0.0472452004693585,1000,True
spike,95,William O. Tatum,0.5779885436381977,0.519578910883974,0.0385665797955008,0.0347394143516931,1858,True
spike,96,Yu Zhu,0.55537382681611,0.0330156886119057,0.0413379609257606,0.0351877331650352,1000,True
spike,97,Ziwei Fan,0.9736934386866076,-0.1965718022874818,0.0647742934644096,0.0501464002390748,1000,True
spike,98,Zubeda Sheikh,0.9757745378226572,0.7380760074996509,0.0731746166869865,0.0747530030886514,931,True
spike,99,crowd_100195,1.0681229293446683,-0.0138321001133662,0.103968919191189,0.0896247955960397,416,True
spike,100,crowd_100311,0.4985990590823248,-0.1055091023028541,0.2318489647760244,0.2660570622913032,31,True
spike,101,crowd_100327,1.4901729800773629,-0.3299382625073815,0.1199424131951903,0.0924199883489513,635,True
spike,102,crowd_100531,0.8873733162795806,-0.2360431501390728,0.1911692501999161,0.1676943116119014,115,True
spike,103,crowd_101152,1.1843235401984715,-0.7771858603133838,0.3189249447636261,0.3203899195785017,51,True
spike,104,crowd_101216,0.5132241255817666,-0.375330278127956,0.1958765533491645,0.201532228476049,32,True
spike,105,crowd_101297,0.6037243858300201,0.3039966766117102,0.0772662996933102,0.0792601112739226,323,True
spike,106,crowd_10155,3.2003089699525207,-0.7778785685919745,2.1095959555400787,1.111771566330192,34,True
spike,107,crowd_101554,1.8836924952176224,0.0892391742487018,0.6716123805287421,0.4156655048232788,43,True
spike,108,crowd_101606,0.4397364428368894,-0.493429316378804,0.1647778786179613,0.1446138944126511,60,True
spike,109,crowd_10184,0.9009519788973732,-2.0,0.1132428694192127,0.0890377265051343,1052,True
spike,110,crowd_101954,0.6087765698223286,-1.197512617391849,0.2173677998724056,0.1852402629538978,75,True
spike,111,crowd_102014,0.5460366122021271,0.1126554215717917,0.0280386487078261,0.0300298154816712,2031,True
spike,112,crowd_102184,1.1149705747529008,-0.1513246845177898,0.0536839918036443,0.0494430352785795,1507,True
spike,113,crowd_102191,1.3888739885964978,0.140961898475686,0.2004466076157794,0.1649614981126343,175,True
spike,114,crowd_102252,0.9166064916235956,-0.3474375820776165,0.1704630084657275,0.1569897541649192,126,True
spike,115,crowd_102534,1.1896232846582966,-0.5680573685419387,0.1079994253771769,0.1001393136343897,436,True
spike,116,crowd_102582,1.0442445905777566,-0.2108483277877296,0.0675790665514892,0.0674134801895593,768,True
spike,117,crowd_102642,1.6992742700749697,-0.3656361983561552,0.4642451450915492,0.3313779637220282,60,True
spike,118,crowd_102777,0.6234015958516184,-0.4900137630108633,0.0710568073686757,0.0751440941462668,348,True
spike,119,crowd_102832,3.3469083567129427,-2.0,1.9452804840387896,1.197672931521835,50,True
spike,120,crowd_103408,1.0077082902547216,0.1581542181681336,0.203061179105871,0.1880462596567427,91,True
spike,121,crowd_103572,0.8780348945346826,-0.3256597204143355,0.1333979397414778,0.1387582822234006,157,True
spike,122,crowd_10384,1.6093502482228688,-1.4554151733551133,0.599394687921421,0.6874148041804088,40,True
spike,123,crowd_1039,1.2358109938880826,-0.5802719424913709,0.3537696155568512,0.4344732537861848,51,True
spike,124,crowd_104,0.6577242641688832,0.1644935200445273,0.265269742009631,0.3147269533924802,20,True
spike,125,crowd_104200,1.0115573786114824,-0.3105492793220695,0.2454982981508362,0.2137128970368219,70,True
spike,126,crowd_104431,0.7318473558242471,-0.1178267375033241,0.187681377522058,0.1889653714777917,57,True
spike,127,crowd_104634,0.6881406171678263,-0.0798887655133615,0.1997629430373579,0.2273412825831189,42,True
spike,128,crowd_104645,0.9436271837523084,-0.8583898160706965,0.2797483973976316,0.1776383126862011,120,True
spike,129,crowd_104694,1.0035316348882592,-0.1243007946908943,0.269922576799444,0.2221732695192088,60,True
spike,130,crowd_104887,,,,,12,False
spike,131,crowd_104892,,,,,1,False
spike,132,crowd_105203,2.2569168269921485,-0.6313328158583049,0.5965989012939981,0.3662841068497072,89,True
spike,133,crowd_105386,0.9813590521395265,-0.0896209488152618,0.0978595876307636,0.0959978132086298,357,True
spike,134,crowd_10554,1.8441546532219353,0.3566615125942425,0.6228525179193798,0.3516838920422095,56,True
spike,135,crowd_105558,0.8875361300124878,-0.3986332547912189,0.1433955405584106,0.1532109420232212,121,True
spike,136,crowd_105668,0.5080153856865703,-0.997977824455022,0.1956616186757439,0.2223292899780456,46,True
spike,137,crowd_105713,,,,,12,False
spike,138,crowd_105763,0.7027021077151125,-0.3902295947972922,0.0555857702401375,0.0539550108362827,859,True
spike,139,crowd_105827,,,,,15,False
spike,140,crowd_106237,1.3328924012471208,-0.0779266129009475,0.3925734438101457,0.3323507600641544,41,True
spike,141,crowd_106300,2.1586494538325476,0.8845991198054632,1.1628481202325274,0.6923148594256053,21,True
spike,142,crowd_106743,1.1004145980189024,-0.0658599054821245,0.1301483163239568,0.1277215060382593,224,True
spike,143,crowd_106835,0.7147833397855058,-0.4939840896525832,0.0739838577348787,0.0752255170982121,432,True
spike,144,crowd_106855,,,,,17,False
spike,145,crowd_107159,,,,,11,False
spike,146,crowd_107232,2.9643823814655854,-1.3791078978540543,1.5365326631441067,0.9937440918361482,41,True
spike,147,crowd_107335,1.1835950542794045,0.5347389130594005,0.2124737124603323,0.1977531054517221,106,True
spike,148,crowd_107433,1.8907949887622877,-0.2499669521785953,0.8649860000887347,0.5707778039199171,24,True
spike,149,crowd_107545,,,,,17,False
spike,150,crowd_108015,1.1729657549189645,-0.0685035833478227,0.098591561400039,0.0923119509704318,474,True
spike,151,crowd_108033,1.7147838490955891,-0.6546570170524892,0.630377590684044,0.4259576431268589,38,True
spike,152,crowd_108391,0.7841307288098406,-0.0793390205447059,0.0804812946634287,0.0928010283722713,313,True
spike,153,crowd_108654,0.9629551727361716,0.0202239874025996,0.1366515204519303,0.1423080028259742,169,True
spike,154,crowd_108825,0.9820309624407968,-0.7592303825287702,0.4728618982238902,0.4107622194829685,22,True
spike,155,crowd_108985,,,,,14,False
spike,156,crowd_109398,1.0658434677293764,-0.389857508313718,0.1778251972082209,0.1758440532742827,122,True
spike,157,crowd_1094,0.7507951248261985,-0.0535874670515003,0.2962359630408135,0.3003652557823132,28,True
spike,158,crowd_109492,,,,,15,False
spike,159,crowd_10968,1.324722076148517,-0.510134399210618,0.164508568805732,0.1572944154445046,256,True
spike,160,crowd_109680,,,,,10,False
spike,161,crowd_109746,0.5361053014714919,-0.5311952164443835,0.0728644022772831,0.0690507167576056,425,True
spike,162,crowd_109953,0.9039198906494016,-0.2054271826010839,0.0603813339783498,0.064107866174729,745,True
spike,163,crowd_110094,0.7904345384143198,-0.2415436616118317,0.2512344911155352,0.2510675698527927,36,True
spike,164,crowd_110596,1.1743527765098167,-0.3401558612942172,0.1794899862511827,0.1675318458012802,145,True
spike,165,crowd_110660,,,,,12,False
spike,166,crowd_11074,0.6225915860051988,-0.8192548972021081,0.2530196838450593,0.2763873924325706,23,True
spike,167,crowd_111274,0.7897993690233549,-0.2500150848609351,0.0471384026338209,0.050202583431762,1080,True
spike,168,crowd_111389,0.7915115366443368,-0.2690230068207205,0.1905610601920613,0.196557412855124,62,True
spike,169,crowd_111404,1.0328934497659406,-0.0861771197009273,0.0936897350280446,0.090373487172055,406,True
spike,170,crowd_111435,,,,,5,False
spike,171,crowd_111583,0.6704842199177377,-0.3650336240876609,0.0942678057801852,0.0919197702448668,285,True
spike,172,crowd_111603,3.17746818176206,-0.8339666470217361,1.3801080080012864,0.6171592798697616,61,True
spike,173,crowd_111638,1.3220670010843494,0.4484423438928524,0.3088078673002528,0.2722057363032188,66,True
spike,174,crowd_111695,1.0655481586431492,-0.7153445020271513,0.1617546116261041,0.153209233274528,160,True
spike,175,crowd_111698,0.9379992869983635,-0.651427227503475,0.3718144871785887,0.324667665554842,25,True
spike,176,crowd_111725,1.6439726835008257,-0.8209743766528211,0.1569079478806107,0.1154427488087573,556,True
spike,177,crowd_111794,0.9248019260509864,-0.214227963874876,0.0772720570409469,0.0810992176042009,489,True
spike,178,crowd_111864,2.259609007492741,0.8743698200613401,1.2097685161841798,0.8886942147543594,26,True
spike,179,crowd_111890,0.9035328291404358,-0.7353290231080937,0.0606840711160202,0.0550067762078534,1062,True
spike,180,crowd_111919,1.8782709331329936,-0.4936458189754253,0.9732293325064942,0.5604602087109043,23,True
spike,181,crowd_112098,1.3529025795922025,-0.950375414184526,0.6275542588418951,0.5119696764389735,22,True
spike,182,crowd_112139,1.3016172991573942,-0.3222856703763334,0.1429560806232776,0.120018461131479,310,True
spike,183,crowd_112767,1.13105948316467,-0.5624643408083297,0.1080237107691762,0.0976658495204631,446,True
spike,184,crowd_113393,,,,,10,False
spike,185,crowd_113460,,,,,7,False
spike,186,crowd_113698,4.999999999999999,0.0748294338287278,2.3276893035163693,1.03502033362664,41,True
spike,187,crowd_113918,1.015635820427846,-0.2829177483291266,0.2638635171739162,0.2115761295417023,93,True
spike,188,crowd_113972,0.7504163038696476,0.269119280793842,0.0262231276439071,0.0272863917901211,3237,True
spike,189,crowd_114317,,,,,8,False
spike,190,crowd_114587,0.2054131119204336,0.4082788791878165,0.1871989591005756,0.1598575652621075,28,True
spike,191,crowd_114591,0.6523295606277747,-0.1074187772282709,0.0423318015813589,0.0432358677325659,1204,True
spike,192,crowd_114617,1.6793264798298366,-0.6590196773106217,0.3337049956755437,0.2395975113555586,137,True
spike,193,crowd_115018,0.7718824626158691,-0.0886876691975957,0.0473008900717866,0.0472329372169408,1207,True
spike,194,crowd_115074,,,,,10,False
spike,195,crowd_115281,0.9128803695608548,-0.0889686775677931,0.2718217432082955,0.2717004573556467,36,True
spike,196,crowd_115339,0.8739501366419923,-0.227325695093555,0.2036278222402771,0.2345697337304666,57,True
spike,197,crowd_115413,1.048938862397399,-0.0596726451930988,0.3176883436718115,0.3275318405490469,34,True
spike,198,crowd_11568,0.4624342929018609,-0.3232643579087855,0.0178794130173756,0.0177695094121949,5769,True
spike,199,crowd_115940,1.8538834339622252,0.5226518132206738,0.1749158567619789,0.1175354623597443,568,True
spike,200,crowd_11599,0.8839725448293175,0.0632595193384506,0.2156250547076041,0.198171686621479,74,True
spike,201,crowd_116061,0.8644466721473,-0.5137359345061996,0.161215049743405,0.1736021985593591,100,True
spike,202,crowd_116119,,,,,9,False
spike,203,crowd_116141,1.4070571870817168,0.2568065435616382,0.3411721403838315,0.2928188481468,59,True
spike,204,crowd_116385,,,,,18,False
spike,205,crowd_116544,1.0952447959802234,0.3651420230367962,0.4461578353415344,0.3705205943554562,22,True
spike,206,crowd_116567,0.6849755303730898,-0.2322232421794198,0.1414299476974492,0.1177406832062678,212,True
spike,207,crowd_116576,0.6728305318276255,-0.1208710726156178,0.0597035941953361,0.0555453296302555,762,True
spike,208,crowd_116611,,,,,15,False
spike,209,crowd_116673,0.8801722903231888,-0.0883859183353173,0.1050866279051223,0.1087498946419398,224,True
spike,210,crowd_116679,,,,,15,False
spike,211,crowd_116690,0.8132062934197472,-0.2109734418590189,0.0324816586850831,0.033203886787126,2497,True
spike,212,crowd_116691,2.586310774596934,2.0,1.910234470577564,1.63233221298456,20,True
spike,213,crowd_116814,,,,,3,False
spike,214,crowd_116827,1.0278095073168694,0.1774543620203073,0.2390636140479113,0.2440869713522337,56,True
spike,215,crowd_116931,0.7621507586858257,-0.3799471623589538,0.0628046037545208,0.0604141778309126,644,True
spike,216,crowd_11697,0.6924193249622007,-0.5555384969980744,0.0411742778231666,0.0423363771980946,1703,True
spike,217,crowd_116974,0.4815508558323434,0.108516938304105,0.1633447225302198,0.1996601866361498,42,True
spike,218,crowd_117017,1.0082143046256984,-0.4426226049482867,0.1139778091732454,0.1174140073665761,248,True
spike,219,crowd_117096,0.8573378707086324,-0.22609459682624,0.0657555099287258,0.0650577286680886,687,True
spike,220,crowd_117101,0.6159881253962622,0.0086113139206726,0.0387813269701434,0.0426058019946757,1118,True
spike,221,crowd_117103,1.1908401041439551,-1.0142975004740424,0.2792047258294197,0.2648946820045175,80,True
spike,222,crowd_117108,1.3383338537036706,-0.4756238434827401,0.1966110988329185,0.1650866301153124,182,True
spike,223,crowd_117111,0.7945621150888157,-0.5367943897655069,0.0552737354857127,0.0562403536472381,873,True
spike,224,crowd_117117,3.699485314186679,-2.0,2.706441630124121,1.66012049559188,30,True
spike,225,crowd_117128,1.1503398125729702,-0.713444696435559,0.2527171007119773,0.2735231953043817,68,True
spike,226,crowd_11715,0.5404980428091181,-0.3963542075362891,0.0246142829450734,0.0239937623039377,4003,True
spike,227,crowd_117172,0.7797134243994407,-0.2196116196225679,0.0612227410709445,0.0629260737808746,672,True
spike,228,crowd_117185,0.6461238458965639,-0.0577773655016425,0.0366281133043407,0.0354033487836977,1727,True
spike,229,crowd_117210,0.5780658092400163,-0.5311192135647065,0.2318967938927215,0.2183490785121338,37,True
spike,230,crowd_117218,0.9739335131713182,-0.2743063300517316,0.046191996046639,0.0461741607589134,1526,True
spike,231,crowd_117226,3.382574960723252,-2.0,1.8723021789282648,1.189393301908344,27,True
spike,232,crowd_117242,,,,,12,False
spike,233,crowd_117483,1.391414295049893,-0.4429939789729435,0.1875502237758536,0.1573525305456334,201,True
spike,234,crowd_117516,1.534182076966291,0.0453344093478807,0.3865794763135047,0.2751314940568086,71,True
spike,235,crowd_117642,0.9591837961379152,-0.3491286932821766,0.0645857321300308,0.0633446474114389,798,True
spike,236,crowd_117751,0.8925238644258741,-0.3140356650238056,0.304633912094887,0.2523534600491161,34,True
spike,237,crowd_117883,1.3282691175270425,0.007296927514359,0.1669430170118261,0.1483613966107887,212,True
spike,238,crowd_118043,4.999999999999999,0.7155617566316919,2.334573068529399,0.7657937251691151,88,True
spike,239,crowd_118131,0.554472606570281,-0.2467941928125528,0.1117195631050984,0.109339301121323,140,True
spike,240,crowd_118164,0.8257744354195493,0.5376003153315019,0.2965233830046622,0.2630782765900682,33,True
spike,241,crowd_118181,1.248402633288235,-0.4955432290844446,0.3254587837063221,0.2839382733698632,55,True
spike,242,crowd_118219,0.715369503859075,-0.6781531685382474,0.2516985584720695,0.2262866863849134,53,True
spike,243,crowd_118230,1.6979593726755755,-0.2694886412074446,0.1720359939155679,0.1210828425178119,450,True
spike,244,crowd_118321,0.7940921126282047,-0.3327458183141121,0.0423781738067265,0.03999208662441,1784,True
spike,245,crowd_118356,0.7395378045112311,-0.3859396349504414,0.2225227125458762,0.2387099952263215,50,True
spike,246,crowd_11839,0.7586964725019961,-0.8600793713123207,0.0261846545608416,0.0261168958915461,5345,True
spike,247,crowd_118391,1.0470274415691434,0.1271410636383804,0.1948859200047819,0.1761853089404483,121,True
spike,248,crowd_118416,1.875376871557072,0.4127015078525415,0.9367587373165048,0.6196247196253304,22,True
spike,249,crowd_118442,0.7988369705001426,-0.3141518186372477,0.068567370498531,0.0681623346136722,606,True
spike,250,crowd_118463,2.9395224722393603,1.4973416852501282,1.4381579418912611,0.9746660591391914,47,True
spike,251,crowd_118471,2.3655975239000657,-0.206192619366647,0.719727215351772,0.3687739900056431,82,True
spike,252,crowd_118489,1.136961652542089,0.220787566244841,0.2513569752584089,0.2262580300547097,78,True
spike,253,crowd_118519,1.2604972157328622,0.4569382577748238,0.1292490889848735,0.1120744316927034,348,True
spike,254,crowd_118527,0.8039464464627322,-0.3000915254836765,0.1958973776266216,0.2039151669988387,57,True
spike,255,crowd_118559,1.0968721224450666,-0.29365618808197,0.0489743859455371,0.0468898599598532,1714,True
spike,256,crowd_118574,0.7624501765727293,-0.9379883373899326,0.1235515168392217,0.1115539964139206,243,True
spike,257,crowd_118583,0.9619111324254018,0.2062494335320263,0.0317894286663165,0.0311516657237776,3280,True
spike,258,crowd_118592,1.166482057916129,-0.180611414394968,0.1087843468519432,0.0995174753484763,400,True
spike,259,crowd_118627,0.3681906240578483,0.5997813631739298,0.1801884809781391,0.2103006270292419,33,True
spike,260,crowd_118642,,,,,18,False
spike,261,crowd_118652,0.6989830098132601,-0.7226008851994489,0.0895732036257264,0.0836929191512152,378,True
spike,262,crowd_118660,1.1527393948270614,-0.3739655230593943,0.1556706288684511,0.1379557592060842,218,True
spike,263,crowd_118680,1.0155265160525782,-0.1991402788688781,0.1357416110070208,0.1250830904654105,200,True
spike,264,crowd_118710,0.6995470229427307,-0.6211267875721758,0.1180452645128893,0.1279604836740732,155,True
spike,265,crowd_118754,0.8002276531179615,-0.0540721469470823,0.0973602460535504,0.1012214219066667,244,True
spike,266,crowd_118760,1.400155408471017,0.0839975114972715,0.2512932536629495,0.1992095357381879,118,True
spike,267,crowd_118769,0.9219767864711343,-0.2769292406384637,0.3530655907575428,0.327950304311469,27,True
spike,268,crowd_118770,1.3331592697209864,-0.4947714292853498,0.221331129463754,0.1797705840355802,149,True
spike,269,crowd_118771,0.7786938846910361,-0.1164594346482904,0.2315605877406821,0.1911871847110861,97,True
spike,270,crowd_118782,0.4943237912242706,-0.1477421799672216,0.2118381349624083,0.2425723294606588,27,True
spike,271,crowd_118840,0.884993214611039,-0.1641921058897467,0.1316688025253437,0.1327205025993967,154,True
spike,272,crowd_118888,0.6451806995052671,-0.8348866286634886,0.210508838019977,0.1693235482756978,75,True
spike,273,crowd_118903,0.9270379070407084,-0.4624071134054729,0.0564223761113427,0.052963086173747,1102,True
spike,274,crowd_118942,,,,,10,False
spike,275,crowd_118990,1.9184906582674075,-0.1819800257866439,0.4733779796435619,0.3152431135989308,80,True
spike,276,crowd_119001,0.6659151958449109,-0.2075932931720989,0.2136084523345529,0.2287946428467815,41,True
spike,277,crowd_119090,2.294823066650877,-1.1598362793439032,0.7164583502387706,0.4577922623389571,77,True
spike,278,crowd_119098,1.7805954032569042,-0.4754218983835825,0.3495163442279048,0.221615633520529,141,True
spike,279,crowd_119118,1.417651811751625,-0.6066751841725232,0.3256899411498596,0.2589265537339404,82,True
